index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit,before_employed,house_owner
7658,1,0,1,2,112500.0,4,4,1,1,38.37260273972603,2.3808219178082193,1,1,0,0,8,4.0,21.0,2.0,35.99178082191781,True
7659,1,1,0,0,135000.0,0,4,1,1,29.89041095890411,6.435616438356164,1,1,0,0,8,2.0,17.0,2.0,23.454794520547946,True
7660,0,0,1,0,112500.0,4,4,2,1,43.33424657534247,6.594520547945206,1,0,1,0,11,1.0,40.0,1.0,36.73972602739726,True
7661,0,0,1,0,157500.0,2,1,1,1,60.76438356164383,20.882191780821916,1,0,0,0,10,2.0,54.0,1.0,39.88219178082191,True
7662,1,1,0,0,270000.0,0,4,1,1,56.68219178082192,12.432876712328767,1,0,0,0,12,2.0,19.0,2.0,44.249315068493146,True
7663,1,0,1,1,180000.0,0,4,1,1,23.895890410958906,2.728767123287671,1,0,0,0,4,3.0,2.0,1.0,21.167123287671235,True
7664,1,1,1,2,315000.0,4,1,1,1,34.56164383561644,3.1671232876712327,1,0,0,0,8,4.0,40.0,2.0,31.394520547945206,True
7665,0,0,0,1,76500.0,4,1,0,1,34.26301369863014,1.356164383561644,1,1,0,0,0,3.0,55.0,2.0,32.9068493150685,True
7666,1,1,0,0,58500.0,1,4,1,1,60.21095890410959,0.0,1,0,0,0,12,2.0,44.0,2.0,60.21095890410959,True
7667,0,0,0,0,135000.0,4,4,1,1,43.92054794520548,15.271232876712329,1,1,0,0,8,2.0,11.0,2.0,28.64931506849315,True
7668,0,0,0,0,216000.0,2,1,4,1,50.43287671232877,11.621917808219179,1,0,1,0,3,1.0,18.0,1.0,38.81095890410959,True
7669,1,0,1,0,112500.0,4,4,1,1,53.45479452054794,9.597260273972603,1,0,0,0,4,2.0,9.0,2.0,43.85753424657534,True
7670,0,0,0,0,261000.0,0,2,1,1,27.473972602739725,2.9315068493150687,1,1,0,0,12,2.0,4.0,1.0,24.542465753424658,True
7671,0,1,1,4,157500.0,2,4,2,1,38.33972602739726,11.465753424657533,1,1,1,0,17,5.0,8.0,0.0,26.873972602739727,True
7672,1,0,1,0,90000.0,4,4,0,1,41.47945205479452,4.178082191780822,1,1,1,0,9,2.0,39.0,2.0,37.3013698630137,True
7673,0,0,1,0,292500.0,1,4,0,1,59.12876712328767,0.0,1,0,0,0,12,2.0,21.0,2.0,59.12876712328767,True
7674,0,1,0,0,202500.0,2,4,1,1,53.69315068493151,32.71232876712329,1,0,1,0,11,2.0,15.0,2.0,20.98082191780822,True
7675,0,0,0,0,90000.0,4,4,3,2,28.73972602739726,2.180821917808219,1,1,0,0,8,1.0,6.0,2.0,26.55890410958904,True
7676,0,0,1,0,387000.0,0,4,1,1,55.01917808219178,13.64109589041096,1,0,0,0,15,2.0,17.0,2.0,41.37808219178082,True
7677,0,0,1,1,315000.0,4,4,1,1,44.81917808219178,11.895890410958904,1,0,1,0,3,3.0,2.0,1.0,32.92328767123288,True
7678,0,0,1,2,54000.0,4,4,1,1,27.136986301369863,2.1780821917808217,1,0,0,0,15,4.0,14.0,2.0,24.958904109589042,True
7679,0,1,0,1,157500.0,4,4,1,1,40.775342465753425,2.767123287671233,1,0,0,0,15,3.0,19.0,1.0,38.00821917808219,True
7680,0,1,1,1,126000.0,0,1,1,1,34.42739726027397,0.36164383561643837,1,0,0,0,8,3.0,34.0,2.0,34.06575342465753,True
7681,1,1,0,0,112500.0,0,4,2,1,26.095890410958905,5.049315068493151,1,0,0,0,8,1.0,3.0,1.0,21.046575342465754,True
7682,0,1,1,0,90000.0,4,1,1,1,31.0986301369863,3.210958904109589,1,1,0,0,8,2.0,23.0,2.0,27.887671232876713,True
7683,0,1,1,0,180000.0,0,1,1,1,55.24657534246575,17.986301369863014,1,0,0,0,3,2.0,39.0,0.0,37.26027397260274,True
7684,0,1,0,0,112500.0,4,4,1,1,44.42465753424658,9.772602739726027,1,0,0,0,15,2.0,6.0,2.0,34.65205479452055,True
7685,0,0,1,0,202500.0,4,1,1,1,59.35342465753425,19.389041095890413,1,0,1,0,3,2.0,38.0,2.0,39.964383561643835,True
7686,1,1,0,3,112500.0,4,1,1,1,29.835616438356166,5.298630136986302,1,0,0,0,4,5.0,55.0,2.0,24.536986301369865,True
7687,0,1,0,0,180000.0,1,4,4,1,55.87671232876713,0.0,1,0,1,0,12,1.0,6.0,1.0,55.87671232876713,True
7688,0,0,1,1,315000.0,2,4,0,1,30.7013698630137,6.887671232876713,1,0,0,1,3,3.0,20.0,2.0,23.813698630136987,True
7689,0,0,1,0,135000.0,1,3,1,1,61.83287671232877,0.0,1,0,0,0,12,2.0,14.0,2.0,61.83287671232877,True
7690,0,0,1,0,180000.0,1,4,3,1,58.64383561643836,0.0,1,0,0,0,12,1.0,38.0,2.0,58.64383561643836,True
7691,0,0,1,0,38700.0,4,4,1,1,48.342465753424655,25.613698630136987,1,0,0,0,12,2.0,18.0,2.0,22.728767123287668,True
7692,0,0,0,1,180000.0,4,4,1,1,28.465753424657535,2.767123287671233,1,1,0,0,12,3.0,6.0,2.0,25.698630136986303,True
7693,0,0,1,0,225000.0,1,4,3,1,62.94794520547945,0.0,1,0,0,0,12,1.0,4.0,2.0,62.94794520547945,True
7694,0,0,0,0,135000.0,0,4,1,2,49.29041095890411,15.361643835616439,1,0,0,0,15,2.0,31.0,2.0,33.92876712328767,True
7695,0,0,0,0,112500.0,1,4,4,1,54.868493150684934,0.0,1,0,0,0,12,1.0,39.0,0.0,54.868493150684934,True
7696,1,0,1,0,270000.0,4,4,0,1,44.21917808219178,2.4657534246575343,1,0,0,0,4,2.0,7.0,2.0,41.75342465753425,True
7697,0,0,1,0,157500.0,4,4,2,1,53.29041095890411,0.7616438356164383,1,0,0,0,8,1.0,1.0,1.0,52.52876712328767,True
7698,0,0,0,2,144000.0,4,4,1,1,46.57808219178082,13.70958904109589,1,0,0,0,11,4.0,2.0,1.0,32.868493150684934,True
7699,0,0,1,0,157500.0,1,4,2,1,61.26575342465753,0.0,1,0,0,0,12,1.0,17.0,2.0,61.26575342465753,True
7700,1,0,0,1,225000.0,4,1,1,1,37.66301369863014,17.186301369863013,1,0,0,0,3,3.0,9.0,2.0,20.476712328767125,True
7701,0,0,1,1,81000.0,0,4,3,1,25.53972602739726,3.536986301369863,1,0,0,1,12,2.0,9.0,2.0,22.0027397260274,True
7702,0,0,1,0,112500.0,4,4,1,1,52.76986301369863,14.054794520547945,1,0,0,0,15,2.0,32.0,2.0,38.71506849315069,True
7703,0,1,1,1,337500.0,0,1,1,1,39.88493150684931,3.4246575342465753,1,0,0,0,6,3.0,15.0,2.0,36.460273972602735,True
7704,0,1,1,0,90000.0,1,4,1,1,58.778082191780825,0.0,1,0,0,0,12,2.0,45.0,2.0,58.778082191780825,True
7705,0,0,1,1,67500.0,4,4,2,1,30.482191780821918,5.717808219178083,1,1,1,0,0,2.0,40.0,0.0,24.764383561643836,True
7706,0,0,1,1,270000.0,2,4,1,1,39.45205479452055,6.882191780821918,1,0,0,0,11,3.0,53.0,2.0,32.56986301369863,True
7707,0,0,1,0,315000.0,0,4,1,1,39.50410958904109,6.638356164383562,1,0,0,0,12,2.0,38.0,2.0,32.865753424657534,True
7708,0,0,0,0,117000.0,1,4,1,1,63.78904109589041,0.0,1,0,1,0,12,2.0,35.0,2.0,63.78904109589041,True
7709,0,0,1,0,315000.0,4,4,1,1,59.83835616438356,4.471232876712329,1,0,0,0,15,2.0,13.0,2.0,55.367123287671234,True
7710,0,1,0,1,112500.0,0,4,1,1,29.747945205479454,8.808219178082192,1,0,0,1,12,3.0,43.0,2.0,20.939726027397263,True
7711,0,1,1,1,157500.0,4,4,3,1,29.235616438356164,3.4684931506849317,1,0,0,0,13,2.0,5.0,1.0,25.767123287671232,True
7712,0,0,1,0,90000.0,1,4,4,1,54.8054794520548,0.0,1,0,1,0,12,1.0,4.0,1.0,54.8054794520548,True
7713,1,1,1,0,225000.0,1,4,1,1,50.52876712328767,0.0,1,0,0,0,12,2.0,46.0,1.0,50.52876712328767,True
7714,0,0,1,0,90000.0,2,1,1,1,35.202739726027396,1.4876712328767123,1,1,1,0,3,2.0,2.0,0.0,33.71506849315068,True
7715,0,0,1,1,90000.0,4,4,1,1,26.136986301369863,2.627397260273973,1,0,0,1,8,3.0,27.0,2.0,23.50958904109589,True
7716,1,1,1,0,202500.0,4,4,1,1,39.97260273972603,2.756164383561644,1,0,0,0,17,2.0,49.0,2.0,37.21643835616438,True
7717,1,0,0,0,247500.0,0,4,1,4,52.035616438356165,4.786301369863014,1,0,0,1,17,2.0,36.0,0.0,47.24931506849315,False
7718,0,0,1,1,81000.0,0,4,3,1,25.53972602739726,3.536986301369863,1,0,0,1,12,2.0,7.0,2.0,22.0027397260274,True
7719,0,0,1,0,166500.0,0,4,3,1,44.02191780821918,7.457534246575342,1,0,1,0,8,1.0,55.0,2.0,36.56438356164384,True
7720,0,0,1,0,112500.0,1,4,1,1,55.26027397260274,0.0,1,0,1,0,12,2.0,17.0,0.0,55.26027397260274,True
7721,0,0,1,0,202500.0,0,4,1,1,43.673972602739724,15.972602739726028,1,0,0,0,10,2.0,30.0,2.0,27.701369863013696,True
7722,1,1,1,0,180000.0,4,1,1,1,59.5972602739726,12.438356164383562,1,0,0,0,12,2.0,24.0,2.0,47.15890410958904,True
7723,0,0,1,1,157500.0,4,4,1,1,42.723287671232875,1.9315068493150684,1,0,0,0,2,3.0,56.0,2.0,40.791780821917804,True
7724,0,0,1,0,135000.0,1,4,4,1,62.657534246575345,0.0,1,0,0,1,12,1.0,6.0,2.0,62.657534246575345,True
7725,0,0,1,0,135000.0,0,1,3,1,31.164383561643834,3.3863013698630136,1,0,0,0,15,1.0,5.0,2.0,27.778082191780822,True
7726,1,1,0,0,270000.0,0,4,1,1,56.92054794520548,7.52054794520548,1,1,1,0,10,2.0,47.0,2.0,49.4,True
7727,0,0,1,0,81000.0,4,4,3,1,52.63013698630137,6.723287671232876,1,0,1,0,12,1.0,5.0,2.0,45.9068493150685,True
7728,1,0,0,1,405000.0,4,4,1,5,34.726027397260275,3.638356164383562,1,0,0,0,4,3.0,12.0,2.0,31.087671232876712,True
7729,1,0,0,0,135000.0,4,4,1,1,28.405479452054795,3.4493150684931506,1,1,0,0,6,2.0,48.0,2.0,24.956164383561646,True
7730,0,0,1,0,193500.0,4,4,1,1,50.38630136986301,6.3863013698630136,1,0,0,0,12,2.0,4.0,2.0,44.0,True
7731,0,0,1,0,135000.0,0,4,1,1,30.378082191780823,3.9643835616438357,1,0,1,0,2,2.0,42.0,0.0,26.413698630136988,True
7732,0,0,1,0,90000.0,4,4,1,1,53.293150684931504,3.336986301369863,1,1,0,0,15,2.0,15.0,1.0,49.95616438356164,True
7733,1,1,1,0,135000.0,4,1,1,1,25.487671232876714,2.334246575342466,1,0,0,0,15,2.0,7.0,2.0,23.15342465753425,True
7734,0,1,1,1,180000.0,0,1,1,1,32.605479452054794,0.5013698630136987,1,0,0,1,3,3.0,10.0,1.0,32.104109589041094,True
7735,0,0,1,0,193500.0,0,4,1,1,42.320547945205476,4.715068493150685,1,0,0,0,15,2.0,33.0,2.0,37.605479452054794,True
7736,1,1,1,0,180000.0,0,4,1,1,49.24657534246575,9.523287671232877,1,0,0,0,4,2.0,36.0,2.0,39.723287671232875,True
7737,0,1,1,0,202500.0,0,2,1,1,43.320547945205476,11.591780821917808,1,1,1,1,0,2.0,22.0,0.0,31.728767123287668,True
7738,0,0,1,1,135000.0,0,4,4,2,46.90684931506849,26.715068493150685,1,0,0,0,3,2.0,13.0,2.0,20.191780821917806,True
7739,0,0,0,2,144000.0,4,4,1,1,46.57808219178082,13.70958904109589,1,0,0,0,11,4.0,41.0,2.0,32.868493150684934,True
7740,0,0,1,2,175500.0,4,4,0,2,44.00821917808219,19.93972602739726,1,0,1,0,6,4.0,4.0,0.0,24.068493150684933,True
7741,1,0,0,0,135000.0,4,4,1,1,40.75616438356165,5.717808219178083,1,0,0,0,12,2.0,45.0,2.0,35.038356164383565,True
7742,1,1,1,0,202500.0,0,1,1,1,51.98082191780822,2.9424657534246577,1,1,0,0,12,2.0,8.0,2.0,49.038356164383565,True
7743,0,0,0,0,99000.0,4,1,1,1,40.16712328767123,15.126027397260273,1,0,0,0,12,2.0,32.0,2.0,25.041095890410958,True
7744,0,0,1,0,135000.0,0,4,1,1,51.74246575342466,6.912328767123288,1,1,1,0,15,2.0,33.0,0.0,44.83013698630137,True
7745,0,0,1,0,90000.0,1,4,3,1,66.77534246575343,0.0,1,0,0,0,12,1.0,25.0,2.0,66.77534246575343,True
7746,0,0,1,0,117000.0,1,1,1,1,58.706849315068496,0.0,1,0,1,0,12,2.0,55.0,1.0,58.706849315068496,True
7747,1,1,1,1,202500.0,4,2,1,1,46.18082191780822,2.33972602739726,1,0,0,0,12,3.0,34.0,1.0,43.841095890410955,True
7748,0,0,1,0,166500.0,0,1,4,1,55.95068493150685,6.3780821917808215,1,0,0,0,1,1.0,32.0,2.0,49.57260273972603,True
7749,1,1,0,2,135000.0,4,4,1,1,30.15890410958904,0.2958904109589041,1,1,1,0,4,4.0,39.0,2.0,29.863013698630137,True
7750,0,0,1,0,121500.0,1,4,1,1,66.58082191780822,0.0,1,0,0,0,12,2.0,24.0,2.0,66.58082191780822,True
7751,0,1,1,1,135000.0,0,4,1,1,36.70958904109589,3.797260273972603,1,0,0,0,6,3.0,40.0,2.0,32.912328767123284,True
7752,0,1,0,2,135000.0,4,1,1,1,35.07945205479452,13.635616438356164,1,0,0,0,0,4.0,13.0,1.0,21.443835616438356,True
7753,0,1,1,1,157500.0,4,1,1,5,29.71232876712329,1.4273972602739726,1,0,0,1,6,3.0,5.0,2.0,28.284931506849315,True
7754,0,0,1,0,81000.0,4,4,1,1,54.07671232876712,0.7835616438356164,1,1,0,0,15,2.0,41.0,2.0,53.293150684931504,True
7755,0,0,1,0,225000.0,1,4,1,1,53.42191780821918,0.0,1,0,0,0,12,2.0,31.0,0.0,53.42191780821918,True
7756,0,0,1,0,63000.0,2,4,0,1,53.99452054794521,20.54794520547945,1,0,0,0,2,2.0,33.0,2.0,33.446575342465756,True
7757,1,1,0,1,337500.0,2,1,1,1,35.05205479452055,9.791780821917808,1,0,0,0,12,3.0,54.0,2.0,25.260273972602743,True
7758,0,0,1,0,166500.0,4,1,3,1,45.00547945205479,19.46301369863014,1,0,0,0,6,1.0,4.0,1.0,25.542465753424654,True
7759,1,1,0,0,180000.0,4,4,3,1,44.68493150684932,1.6794520547945206,1,0,0,0,8,1.0,22.0,2.0,43.00547945205479,True
7760,0,0,0,2,450000.0,4,1,1,1,32.52054794520548,0.6054794520547945,1,0,0,0,3,4.0,15.0,2.0,31.915068493150685,True
7761,0,0,1,2,90000.0,2,4,0,1,34.86027397260274,7.219178082191781,1,1,0,0,3,4.0,29.0,2.0,27.64109589041096,True
7762,0,0,1,1,157500.0,4,4,1,2,43.178082191780824,5.090410958904109,1,0,0,0,15,3.0,35.0,2.0,38.087671232876716,True
7763,1,1,0,0,157500.0,4,1,2,1,28.794520547945204,5.767123287671233,1,1,1,0,0,1.0,28.0,1.0,23.027397260273972,True
7764,0,1,1,0,225000.0,4,1,1,1,33.75890410958904,10.183561643835617,1,0,0,0,3,2.0,5.0,2.0,23.575342465753423,True
7765,0,1,1,0,112500.0,4,4,1,1,47.12876712328767,4.895890410958904,1,0,0,0,15,2.0,7.0,1.0,42.23287671232877,True
7766,0,0,1,0,180000.0,4,1,3,1,48.035616438356165,10.345205479452055,1,0,0,0,11,1.0,13.0,2.0,37.69041095890411,True
7767,1,0,1,0,31500.0,1,4,1,1,61.81917808219178,0.0,1,0,0,0,12,2.0,16.0,1.0,61.81917808219178,True
7768,1,1,0,0,180000.0,4,4,1,1,30.257534246575343,6.934246575342466,1,0,0,0,12,2.0,39.0,0.0,23.323287671232876,True
7769,1,0,1,0,90000.0,4,4,1,1,53.56438356164384,5.279452054794521,1,0,1,1,8,2.0,46.0,1.0,48.28493150684932,True
7770,0,0,1,0,202500.0,0,4,1,2,51.553424657534244,2.9972602739726026,1,0,0,0,8,2.0,27.0,2.0,48.556164383561644,True
7771,0,0,1,0,90000.0,4,4,2,1,52.16986301369863,9.093150684931507,1,0,0,0,12,1.0,38.0,2.0,43.07671232876712,True
7772,0,0,0,0,202500.0,1,4,1,1,56.05205479452055,0.0,1,0,0,0,12,2.0,20.0,0.0,56.05205479452055,True
7773,0,0,1,0,180000.0,4,4,1,1,39.80821917808219,12.808219178082192,1,1,1,0,10,2.0,10.0,2.0,27.0,True
7774,1,1,0,0,229500.0,4,2,1,0,50.205479452054796,3.441095890410959,1,0,0,0,8,2.0,31.0,1.0,46.76438356164384,True
7775,0,0,0,1,157500.0,4,4,1,1,27.635616438356163,7.967123287671233,1,1,1,0,15,3.0,4.0,2.0,19.66849315068493,True
7776,0,0,1,0,81000.0,4,4,1,1,42.57808219178082,4.046575342465753,1,0,0,0,11,2.0,2.0,1.0,38.53150684931507,True
7777,1,1,0,0,256500.0,1,1,1,1,60.035616438356165,0.0,1,0,1,0,12,2.0,5.0,2.0,60.035616438356165,True
7778,0,1,1,0,135000.0,0,1,1,1,40.57534246575342,4.534246575342466,1,0,0,0,8,2.0,48.0,2.0,36.04109589041096,True
7779,1,0,0,0,135000.0,4,4,2,1,38.679452054794524,8.695890410958905,1,0,0,0,8,1.0,16.0,2.0,29.98356164383562,True
7780,0,0,1,1,324000.0,2,1,1,1,36.93698630136986,13.136986301369863,1,0,0,0,10,3.0,37.0,2.0,23.8,True
7781,1,0,1,0,450000.0,0,4,1,1,64.86027397260274,5.717808219178083,1,0,0,0,17,2.0,47.0,1.0,59.14246575342466,True
7782,0,1,1,0,157500.0,0,1,3,1,43.42191780821918,3.117808219178082,1,0,0,0,13,1.0,8.0,2.0,40.3041095890411,True
7783,1,1,1,0,157500.0,4,4,1,1,29.16986301369863,4.410958904109589,1,0,0,0,8,2.0,47.0,2.0,24.758904109589043,True
7784,1,1,1,1,157500.0,0,4,1,1,39.59178082191781,11.523287671232877,1,1,1,0,4,3.0,1.0,1.0,28.06849315068493,True
7785,0,0,1,0,157500.0,1,4,1,1,56.37808219178082,0.0,1,0,1,0,12,2.0,10.0,2.0,56.37808219178082,True
7786,0,0,0,0,135000.0,1,4,4,1,64.24931506849315,0.0,1,0,0,0,12,1.0,6.0,2.0,64.24931506849315,True
7787,0,1,1,0,247500.0,4,4,1,1,54.11232876712329,7.8,1,0,0,1,12,2.0,59.0,2.0,46.31232876712329,True
7788,1,1,1,3,148500.0,2,4,1,1,35.50684931506849,5.553424657534246,1,0,1,0,4,5.0,51.0,2.0,29.953424657534246,True
7789,0,0,1,0,153000.0,1,1,1,1,59.9972602739726,0.0,1,0,1,0,12,2.0,13.0,1.0,59.9972602739726,True
7790,1,0,1,2,270000.0,4,4,3,1,31.52054794520548,11.01095890410959,1,0,0,0,8,3.0,26.0,2.0,20.50958904109589,True
7791,1,1,0,0,270000.0,0,4,1,1,32.07123287671233,3.1890410958904107,1,1,0,1,4,2.0,16.0,2.0,28.88219178082192,True
7792,1,1,0,0,247500.0,4,1,1,2,46.78082191780822,4.972602739726027,1,0,0,1,17,2.0,26.0,2.0,41.80821917808219,True
7793,0,0,1,0,67500.0,4,4,3,1,48.28219178082192,25.36986301369863,1,0,0,0,11,1.0,13.0,2.0,22.912328767123288,True
7794,0,0,1,2,360000.0,0,1,1,1,29.273972602739725,5.104109589041096,1,1,0,0,10,4.0,23.0,1.0,24.16986301369863,True
7795,1,0,0,1,270000.0,0,4,1,1,37.09041095890411,14.854794520547944,1,1,1,0,4,3.0,12.0,0.0,22.235616438356164,True
7796,0,0,1,0,135000.0,4,1,1,1,37.178082191780824,9.934246575342465,1,0,0,0,0,2.0,42.0,1.0,27.24383561643836,True
7797,1,0,0,1,135000.0,4,4,1,2,32.0027397260274,3.5095890410958903,1,1,0,0,8,3.0,11.0,2.0,28.49315068493151,True
7798,1,1,0,0,225000.0,0,4,1,4,29.487671232876714,4.035616438356165,1,1,1,1,12,2.0,56.0,2.0,25.45205479452055,False
7799,0,0,1,0,67500.0,1,4,3,1,56.04383561643836,0.0,1,0,1,0,12,1.0,19.0,1.0,56.04383561643836,True
7800,0,0,1,1,54000.0,4,4,1,1,42.68767123287671,0.5123287671232877,1,0,0,0,12,3.0,12.0,2.0,42.175342465753424,True
7801,1,1,1,0,157500.0,0,4,3,1,31.956164383561642,4.016438356164383,1,0,0,0,4,1.0,32.0,0.0,27.93972602739726,True
7802,1,0,0,0,247500.0,4,1,0,1,41.43835616438356,0.5452054794520548,1,0,0,0,4,2.0,10.0,2.0,40.893150684931506,True
7803,0,0,1,0,112500.0,0,1,1,1,24.224657534246575,0.8547945205479452,1,0,0,1,6,2.0,3.0,2.0,23.36986301369863,True
7804,0,1,0,1,135000.0,4,1,0,4,34.463013698630135,4.531506849315068,1,0,0,0,12,3.0,16.0,1.0,29.931506849315067,False
7805,0,1,1,1,157500.0,4,4,0,1,43.42739726027397,6.347945205479452,1,0,0,0,10,3.0,49.0,2.0,37.079452054794515,True
7806,0,0,1,0,180000.0,4,4,1,1,39.80821917808219,12.808219178082192,1,1,1,0,10,2.0,42.0,0.0,27.0,True
7807,1,1,1,0,126000.0,4,4,1,1,40.57808219178082,7.2,1,0,0,0,8,2.0,22.0,2.0,33.37808219178082,True
7808,0,0,1,0,180000.0,4,4,0,1,49.28219178082192,1.726027397260274,1,0,1,0,15,2.0,7.0,2.0,47.556164383561644,True
7809,0,1,1,0,175500.0,4,4,1,1,49.46027397260274,8.605479452054794,1,0,0,0,15,2.0,39.0,1.0,40.85479452054795,True
7810,1,1,1,0,202500.0,4,4,1,1,54.1972602739726,6.802739726027397,1,1,0,0,4,2.0,33.0,0.0,47.394520547945206,True
7811,0,1,1,0,225000.0,4,1,1,1,33.75890410958904,10.183561643835617,1,0,0,0,3,2.0,36.0,2.0,23.575342465753423,True
7812,1,1,1,1,225000.0,0,4,1,1,47.443835616438356,0.7808219178082192,1,0,0,0,4,3.0,19.0,2.0,46.66301369863014,True
7813,0,1,1,1,112500.0,0,4,0,1,31.945205479452056,2.210958904109589,1,0,0,0,3,3.0,3.0,1.0,29.734246575342468,True
7814,0,0,1,1,382500.0,2,1,3,5,33.1945205479452,1.515068493150685,1,0,0,0,10,2.0,50.0,2.0,31.679452054794517,True
7815,0,0,1,3,180000.0,2,1,1,1,43.83561643835616,20.276712328767122,1,0,0,0,3,5.0,7.0,2.0,23.55890410958904,True
7816,0,1,0,2,144000.0,4,4,1,1,41.52054794520548,5.323287671232877,1,0,0,0,2,4.0,10.0,2.0,36.1972602739726,True
7817,0,0,1,1,270000.0,2,4,1,1,39.45205479452055,6.882191780821918,1,0,0,0,11,3.0,5.0,1.0,32.56986301369863,True
7818,0,0,1,0,202500.0,1,4,1,1,61.71780821917808,0.0,1,0,0,0,12,2.0,13.0,2.0,61.71780821917808,True
7819,0,0,1,0,157500.0,1,4,1,1,62.30684931506849,0.0,1,0,0,0,12,2.0,14.0,0.0,62.30684931506849,True
7820,0,0,1,1,121500.0,4,1,1,1,30.156164383561645,2.0876712328767124,1,0,0,0,12,3.0,51.0,2.0,28.068493150684933,True
7821,1,1,1,1,270000.0,4,4,1,1,34.728767123287675,2.5123287671232877,1,0,1,0,4,3.0,14.0,2.0,32.21643835616439,True
7822,0,0,1,2,202500.0,0,1,1,1,40.89041095890411,2.9287671232876713,1,0,0,0,10,4.0,2.0,1.0,37.96164383561644,True
7823,0,0,1,1,90000.0,4,4,3,1,32.97808219178082,7.413698630136986,1,0,0,0,8,2.0,28.0,1.0,25.564383561643837,True
7824,0,0,1,0,157500.0,4,1,3,1,31.53698630136986,1.4219178082191781,1,0,0,0,6,1.0,19.0,0.0,30.115068493150684,True
7825,0,0,1,1,360000.0,4,4,1,1,32.21917808219178,0.5123287671232877,1,0,0,1,15,3.0,43.0,2.0,31.706849315068496,True
7826,1,0,0,0,279000.0,0,4,1,1,54.868493150684934,6.342465753424658,1,1,0,0,12,2.0,14.0,2.0,48.52602739726028,True
7827,0,0,0,0,144000.0,4,4,1,1,54.75068493150685,12.772602739726027,1,0,1,0,12,2.0,45.0,2.0,41.97808219178082,True
7828,1,0,0,0,360000.0,0,1,1,1,42.43835616438356,9.438356164383562,1,0,0,0,12,2.0,33.0,0.0,33.0,True
7829,0,1,0,0,292500.0,4,4,0,1,41.42465753424658,2.0136986301369864,1,0,0,0,12,2.0,43.0,2.0,39.41095890410959,True
7830,1,1,1,0,157500.0,4,4,1,1,31.183561643835617,6.761643835616439,1,1,1,0,4,2.0,39.0,2.0,24.421917808219177,True
7831,1,0,1,0,315000.0,0,1,3,1,28.764383561643836,1.4931506849315068,1,0,0,1,8,1.0,53.0,2.0,27.27123287671233,True
7832,0,1,0,0,270000.0,4,1,1,1,28.956164383561642,1.547945205479452,1,0,1,0,15,2.0,24.0,2.0,27.40821917808219,True
7833,0,1,0,0,157500.0,2,4,1,1,46.797260273972604,8.01917808219178,1,0,1,0,12,2.0,13.0,2.0,38.778082191780825,True
7834,1,1,1,0,157500.0,4,4,1,1,52.71780821917808,1.4958904109589042,1,0,0,0,8,2.0,4.0,2.0,51.221917808219175,True
7835,1,1,1,0,180000.0,2,1,1,1,27.646575342465752,1.7616438356164383,1,0,0,0,6,2.0,47.0,1.0,25.884931506849313,True
7836,0,1,0,0,315000.0,4,1,1,0,35.79178082191781,6.263013698630137,1,1,0,0,11,2.0,50.0,2.0,29.528767123287675,True
7837,1,1,1,0,112500.0,4,4,1,1,27.542465753424658,4.526027397260274,1,0,0,1,15,2.0,40.0,0.0,23.016438356164386,True
7838,0,0,0,0,112500.0,4,4,3,1,31.317808219178083,0.8383561643835616,1,0,0,0,3,1.0,20.0,1.0,30.47945205479452,True
7839,0,0,1,0,157500.0,4,4,2,1,38.827397260273976,10.76986301369863,1,0,0,0,8,1.0,20.0,2.0,28.057534246575344,True
7840,1,1,1,0,216000.0,0,1,1,1,52.45753424657534,5.117808219178082,1,0,1,0,8,2.0,34.0,2.0,47.33972602739726,True
7841,0,1,1,0,157500.0,0,4,1,1,39.26027397260274,5.304109589041096,1,0,0,0,15,2.0,42.0,0.0,33.95616438356164,True
7842,0,0,1,0,135000.0,0,4,0,1,33.37808219178082,1.7945205479452055,1,1,0,0,2,2.0,47.0,2.0,31.583561643835615,True
7843,1,1,0,0,180000.0,4,4,3,5,23.364383561643837,1.4547945205479451,1,0,0,0,12,1.0,6.0,1.0,21.90958904109589,True
7844,0,1,1,0,90000.0,1,4,4,1,60.2,0.0,1,0,0,0,12,1.0,2.0,1.0,60.2,True
7845,0,0,1,0,180000.0,1,4,4,1,63.175342465753424,0.0,1,0,0,0,12,1.0,17.0,2.0,63.175342465753424,True
7846,1,1,0,0,225000.0,4,4,1,1,31.775342465753425,5.413698630136986,1,1,0,0,12,2.0,27.0,2.0,26.36164383561644,True
7847,0,0,1,0,297000.0,0,4,3,4,42.51780821917808,8.860273972602739,1,0,0,0,8,1.0,21.0,1.0,33.65753424657534,False
7848,1,1,1,2,405000.0,0,4,1,1,29.65753424657534,9.517808219178082,1,0,0,0,10,4.0,33.0,2.0,20.13972602739726,True
7849,0,0,0,0,162000.0,0,4,1,1,37.27945205479452,11.046575342465754,1,1,0,0,3,2.0,43.0,1.0,26.232876712328764,True
7850,0,0,1,0,202500.0,0,4,4,2,63.706849315068496,18.101369863013698,1,0,1,0,1,1.0,9.0,2.0,45.605479452054794,True
7851,0,0,0,1,202500.0,4,4,2,1,38.18904109589041,0.36712328767123287,1,0,0,0,8,2.0,40.0,2.0,37.821917808219176,True
